MapName,PrimaryState,MapScale,DateOnMap,ImprintYear,LinktoMetadata,EditYear,PhotoRevisionYear,NoWoodlandTint,VisualVersionNumber,AerialPhotoYear,FieldCheckYear,PhotoInspectionYear,SurveyYear,Datum,Projection,Advance,Preliminary,Provisional,Interim,Planimetric,SpecialPrinting,SpecialMap,ShadedRelief,Orthophoto,PubUsgs,PubArmyCorpEng,PubArmyMap,PubWarDept,PubMilitaryOther,PubForestServ,PubReclamation,PubBurLandMgmt,PubNatlParkServ,PubIndianAffairs,PubEpa,PubTennValleyAuth,PubUscommerce,Keywords,MapLanguage,DownloadGeoPDF
Quincy,CA,24000,1950,1986,294438,,1975,N,,1975,1950,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521289&quad=Quincy&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy,CA,24000,1951,,294443,,,N,,1946,1950,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521297&quad=Quincy&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy,CA,24000,1994,1998,101860,,,N,,1993,1994,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521287&quad=Quincy&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy,CA,62500,1951,1958,298709,,,N,,1946,1951,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503871&quad=Quincy&state=CA&grid=15X15&series=Map GeoPDF
Quincy,CA,62500,1951,1963,298708,,,N,,1946,1951,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503869&quad=Quincy&state=CA&grid=15X15&series=Map GeoPDF
Quincy,CA,62500,1951,1972,298707,,,N,,1946,1951,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503867&quad=Quincy&state=CA&grid=15X15&series=Map GeoPDF
Quincy School,CA,31680,1929,1947,296443,,,N,,,,,1926,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499883&quad=Quincy School&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy School,CA,31680,1929,,296442,,,N,1,,,,1926,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499881&quad=Quincy School&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy School,CA,31680,1929,,296441,,,N,,,,,1926,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499879&quad=Quincy School&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy School,CA,24000,1926,1957,294445,,,N,,,,,1926,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521283&quad=Quincy School&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy School,CA,24000,1965,1966,294446,,,N,,1963,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521285&quad=Quincy School&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy School,CA,24000,1965,1979,101859,,,N,,1963,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521281&quad=Quincy School&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quinn Peak,CA,24000,1988,1988,294447,1988,,N,,1983,1985,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521303&quad=Quinn Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quinn Peak,CA,24000,1988,1994,101861,1988,1994,N,,1983,1985,1993,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521301&quad=Quinn Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rabbit Peak,CA,24000,1959,1960,294451,,,N,,1957,1959,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521309&quad=Rabbit Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rabbit Peak,CA,24000,1959,1965,294450,,,N,,1957,1959,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521307&quad=Rabbit Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rabbit Peak,CA,24000,1959,1980,294449,,,N,1,1957,1959,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521305&quad=Rabbit Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rabbit Peak,CA,24000,1959,1980,294452,,,N,2,1957,1959,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521311&quad=Rabbit Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rabbit Peak,CA,62500,1959,1961,298711,,,N,,1957,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5631021&quad=Agua Dulce&state=CA&grid=15X15&series=Map GeoPDF
Rabbit Peak,CA,62500,1959,1964,298712,,,N,,1957,,,1959,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503875&quad=Agua Dulce&state=CA&grid=15X15&series=Map GeoPDF
Rackerby,CA,24000,1948,1958,294456,,,N,,1947,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521317&quad=Rackerby&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rackerby,CA,24000,1948,1965,294457,,,N,,1947,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521319&quad=Rackerby&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rackerby,CA,24000,1948,1971,294459,,1969,N,,1969,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521323&quad=Rackerby&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rackerby,CA,24000,1948,1982,294460,,1969,N,,1969,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521325&quad=Rackerby&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rackerby,CA,24000,1950,,294458,,,N,,1947,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521321&quad=Rackerby&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rackerby,CA,24000,1995,1995,294453,1995,,N,,1987,1989,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521315&quad=Rackerby&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rackerby,CA,24000,2002,2003,101863,2002,,N,,1998,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521313&quad=Rackerby&state=CA&grid=7.5X7.5&series=Map GeoPDF
Raglin Ridge,CA,24000,1967,1969,294462,,,N,,1965,1967,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521329&quad=Raglin Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Raglin Ridge,CA,24000,1967,1980,294463,,,N,,1976,1976,1976,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521331&quad=Raglin Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Raglin Ridge,CA,24000,1995,2001,101864,1995,,N,,1993,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521327&quad=Raglin Ridge&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rail Canyon,CA,24000,1989,1994,294465,1994,,N,,1985,1986,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521333&quad=Rail Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rail Road Flat,CA,24000,1948,1974,294467,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521339&quad=Rail Road Flat&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rail Road Flat,CA,24000,1948,1981,294468,,,N,,1973,1948,1973,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521341&quad=Rail Road Flat&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rail Road Flat,CA,24000,1948,1991,294466,,,N,1,1946,1948,1973,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521337&quad=Rail Road Flat&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rail Road Flat,CA,24000,1948,1991,101866,,,N,,1946,1948,1973,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521335&quad=Rail Road Flat&state=CA&grid=7.5X7.5&series=Map GeoPDF
Railroad Flat,CA,24000,1948,1968,294469,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521343&quad=Rail Road Flat&state=CA&grid=7.5X7.5&series=Map GeoPDF
Railroad Flat,CA,24000,1949,,294470,,,N,,1946,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521345&quad=Rail Road Flat&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rainbow Mountain,CA,24000,1990,1990,294471,1990,,N,,1985,1986,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521349&quad=Rainbow Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rainbow Mountain,CA,24000,1998,2003,101867,1998,,N,,1997,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521347&quad=Rainbow Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Raisin,CA,31680,1925,1942,296446,,,N,,,,,1923,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499887&quad=Raisin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Raisin,CA,31680,1925,,296445,,,N,,,,,1923,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499885&quad=Raisin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Raisin,CA,24000,1947,,294473,,,N,,,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521353&quad=Raisin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Raisin,CA,24000,1963,1964,101868,,,N,,1962,,,1963,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521351&quad=Raisin&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ramona,CA,125000,1903,1909,299575,,,N,,,,,1901,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506185&quad=Romona&state=CA&grid=30X30&series=Map GeoPDF
Ramona,CA,125000,1903,1911,299576,,,N,,,,,1901,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506187&quad=Romona&state=CA&grid=30X30&series=Map GeoPDF
Ramona,CA,125000,1903,1928,299577,,,N,,,,,1901,Unstated,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506189&quad=Romona&state=CA&grid=30X30&series=Map GeoPDF
Ramona,CA,125000,1903,1941,299579,,,N,,,,,1901,Unstated,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506191&quad=Romona&state=CA&grid=30X30&series=Map GeoPDF
Ramona,CA,125000,1903,1948,299580,,,N,,,,,1901,Unstated,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506193&quad=Romona&state=CA&grid=30X30&series=Map GeoPDF
Ramona,CA,125000,1903,,299574,,,N,,,,,1901,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506183&quad=Romona&state=CA&grid=30X30&series=Map GeoPDF
Ramona,CA,24000,1955,1957,294477,,,N,,1949,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521359&quad=Ramona&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ramona,CA,24000,1955,1960,294478,,,N,,1949,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521361&quad=Ramona&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ramona,CA,24000,1955,1973,294479,,1971,N,,1971,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521363&quad=Ramona&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ramona,CA,24000,1955,1978,294480,,1975,N,,1975,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521365&quad=Ramona&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ramona,CA,24000,1955,1984,294481,1982,1982,N,,1980,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521367&quad=Ramona&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ramona,CA,24000,1955,1988,294475,1988,1988,N,,1985,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521355&quad=Ramona&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ramona,CA,24000,1997,2000,294476,1997,,N,,1994,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521357&quad=Ramona&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ramona,CA,62500,1942,1947,298713,,,N,,1939,,,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503877&quad=Romona&state=CA&grid=15X15&series=Map GeoPDF
Ramona,CA,62500,1942,1963,298714,,,N,,1939,,,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503879&quad=Romona&state=CA&grid=15X15&series=Map GeoPDF
Rana Creek,CA,24000,1956,1958,294483,,,N,,1954,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521371&quad=Rana Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rana Creek,CA,24000,1956,1963,294484,,,N,,1954,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521373&quad=Rana Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rana Creek,CA,24000,1956,1977,294485,,,N,,1973,1956,1973,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521375&quad=Rana Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rana Creek,CA,24000,1956,1991,101869,,,N,,1954,1956,1981,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521369&quad=Rana Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ranchita,CA,24000,1960,1961,294487,,,N,,1955,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521379&quad=Ranchita&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ranchita,CA,24000,1960,1967,294488,,,N,1,1954,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521381&quad=Ranchita&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ranchita,CA,24000,1960,1967,294486,,,N,,1955,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521377&quad=Ranchita&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ranchito Canyon,CA,24000,1948,1952,294489,,,N,,1947,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521385&quad=Ranchito Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ranchito Canyon,CA,24000,1948,1965,294490,,,N,,1947,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521387&quad=Ranchito Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Ranchito Canyon,CA,24000,1948,1980,101870,,,N,,1947,1948,1976,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521383&quad=Ranchito Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Mirage,CA,24000,1957,1960,294495,,,N,,1954,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521391&quad=Rancho Mirage&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Mirage,CA,24000,1957,1970,294496,,,N,,1954,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521393&quad=Rancho Mirage&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Mirage,CA,24000,1957,1973,294497,,1972,N,,1972,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521395&quad=Rancho Mirage&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Mirage,CA,24000,1957,1982,294498,1981,1981,N,,1978,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521397&quad=Rancho Mirage&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Mirage,CA,24000,1957,1988,294499,1988,1988,N,,1984,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521399&quad=Rancho Mirage&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Mirage,CA,24000,1996,1999,102106,1996,,N,,1994,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521389&quad=Rancho Mirage&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Nuevo Creek,CA,24000,1943,1954,294504,,,N,,1942,1943,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521409&quad=Rancho Nuevo Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Nuevo Creek,CA,24000,1943,1967,294503,,,N,,1942,1943,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521407&quad=Rancho Nuevo Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Nuevo Creek,CA,24000,1943,1973,294502,,,N,,1942,1943,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521405&quad=Rancho Nuevo Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Nuevo Creek,CA,24000,1991,1991,294500,1991,,N,,1987,1988,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521403&quad=Rancho Nuevo Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Nuevo Creek,CA,24000,1995,2000,102107,1995,,N,,1994,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521401&quad=Rancho Nuevo Creek&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Santa Fe,CA,24000,1948,1955,294506,,,N,,1947,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521413&quad=Rancho Santa Fe&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Santa Fe,CA,24000,1948,1961,294507,,,N,,1947,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521415&quad=Rancho Santa Fe&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Santa Fe,CA,24000,1949,,294508,,,N,,1947,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521417&quad=Rancho Santa Fe&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Santa Fe,CA,24000,1968,1970,294509,,,N,,1967,1968,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521419&quad=Rancho Santa Fe&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Santa Fe,CA,24000,1968,1979,294510,,,N,,1967,1968,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521421&quad=Rancho Santa Fe&state=CA&grid=7.5X7.5&series=Map GeoPDF
Rancho Santa Fe,CA,24000,1968,1983,294512,1983,1983,N,1,1980,1968,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521425&quad=Rancho Santa Fe&state=CA&grid=7.5X7.5&series=Map GeoPDF
